localization_id,english,español
blurb_figure_investigator,"choose an option from the following based on the number of Conditions you have marked.
**4–5 Conditions:**
**•** You’re rendered helpless for the scene.
**•** You’re utterly humiliated and news will spread; this could be a consequence of a setback in the confrontation, or might be caused by something you confess in the heat of the moment.
**•** Choose 2 from the “0–3 Conditions” options.

**0–3 Conditions:**
**•** You lash out at someone whose regard matters to you: provoke them to do something foolish or harmful and take advantage of a String on them if you have one.
**•** You hesitate or stumble and the opposition gains an opportunity.
**•** You grin and bear the blow; mark two Conditions.

Riposte: You may additionally ask one of these questions, even on a 6-:
**What are you hiding?**
**What connection do you have to the Toxic  Powers?**
** Will you help me investigate a mystery?**","**[Versión en español pendiente]**

choose an option from the following based on the number of Conditions you have marked.
**4–5 Conditions:**
**•** You’re rendered helpless for the scene.
**•** You’re utterly humiliated and news will spread; this could be a consequence of a setback in the confrontation, or might be caused by something you confess in the heat of the moment.
**•** Choose 2 from the “0–3 Conditions” options.

**0–3 Conditions:**
**•** You lash out at someone whose regard matters to you: provoke them to do something foolish or harmful and take advantage of a String on them if you have one.
**•** You hesitate or stumble and the opposition gains an opportunity.
**•** You grin and bear the blow; mark two Conditions.

Riposte: You may additionally ask one of these questions, even on a 6-:
**What are you hiding?**
**What connection do you have to the Toxic  Powers?**
** Will you help me investigate a mystery?**"
blurb_figure_legion,"choose an option from the following based on the number of Conditions you have marked.
**4–5 Conditions:**
**•** You’re rendered helpless for the scene.
**•** You’re utterly humiliated and news will spread; this could be a consequence of a setback in the confrontation, or might be caused by something you confess in the heat of the moment.
**•** Choose 2 from the “0–3 Conditions” options.

**0–3 Conditions:**
**•** You lash out at someone whose regard matters to you: provoke them to do something foolish or harmful and take advantage of a String on them if you have one.
**•** You hesitate or stumble and the opposition gains an opportunity.
**•** You grin and bear the blow; mark two Conditions.

Under Heaven’s EyesYou may additionally ask one of these questions, even on a 6-:
**What can I say or do to strike at your deepest tragedy?**
**Who were you and I in a past life?**","**[Versión en español pendiente]**

choose an option from the following based on the number of Conditions you have marked.
**4–5 Conditions:**
**•** You’re rendered helpless for the scene.
**•** You’re utterly humiliated and news will spread; this could be a consequence of a setback in the confrontation, or might be caused by something you confess in the heat of the moment.
**•** Choose 2 from the “0–3 Conditions” options.

**0–3 Conditions:**
**•** You lash out at someone whose regard matters to you: provoke them to do something foolish or harmful and take advantage of a String on them if you have one.
**•** You hesitate or stumble and the opposition gains an opportunity.
**•** You grin and bear the blow; mark two Conditions.

Under Heaven’s EyesYou may additionally ask one of these questions, even on a 6-:
**What can I say or do to strike at your deepest tragedy?**
**Who were you and I in a past life?**"
blurb_figure_matriarch,"choose an option from the following based on the number of Conditions you have marked.
**4–5 Conditions:**
**•** You’re rendered helpless for the scene.
**•** You’re utterly humiliated and news will spread; this could be a consequence of a setback in the confrontation, or might be caused by something you confess in the heat of the moment.
**•** Choose 2 from the “0–3 Conditions” options.

**0–3 Conditions:**
**•** You lash out at someone whose regard matters to you: provoke them to do something foolish or harmful and take advantage of a String on them if you have one.
**•** You hesitate or stumble and the opposition gains an opportunity.
**•** You grin and bear the blow; mark two Conditions.

Master of the Heart: You may additionally ask one of these questions, even on a 6-:
**Who do you love?**
**How could I help you deal with your problem?**","**[Versión en español pendiente]**

choose an option from the following based on the number of Conditions you have marked.
**4–5 Conditions:**
**•** You’re rendered helpless for the scene.
**•** You’re utterly humiliated and news will spread; this could be a consequence of a setback in the confrontation, or might be caused by something you confess in the heat of the moment.
**•** Choose 2 from the “0–3 Conditions” options.

**0–3 Conditions:**
**•** You lash out at someone whose regard matters to you: provoke them to do something foolish or harmful and take advantage of a String on them if you have one.
**•** You hesitate or stumble and the opposition gains an opportunity.
**•** You grin and bear the blow; mark two Conditions.

Master of the Heart: You may additionally ask one of these questions, even on a 6-:
**Who do you love?**
**How could I help you deal with your problem?**"
blurb_figure_naga,"choose an option from the following based on the number of Conditions you have marked.
**4–5 Conditions:**
**•** You’re rendered helpless for the scene.
**•** You’re utterly humiliated and news will spread; this could be a consequence of a setback in the confrontation, or might be caused by something you confess in the heat of the moment.
**•** Choose 2 from the “0–3 Conditions” options.

**0–3 Conditions:**
**•** You lash out at someone whose regard matters to you: provoke them to do something foolish or harmful and take advantage of a String on them if you have one.
**•** You hesitate or stumble and the opposition gains an opportunity.
**•** You grin and bear the blow; mark two Conditions.

Show Yourself: You may additionally ask ask one of these questions, even on a 6-:
**Who hurt you the most?**
**What would it take to move past this trauma?**","**[Versión en español pendiente]**

choose an option from the following based on the number of Conditions you have marked.
**4–5 Conditions:**
**•** You’re rendered helpless for the scene.
**•** You’re utterly humiliated and news will spread; this could be a consequence of a setback in the confrontation, or might be caused by something you confess in the heat of the moment.
**•** Choose 2 from the “0–3 Conditions” options.

**0–3 Conditions:**
**•** You lash out at someone whose regard matters to you: provoke them to do something foolish or harmful and take advantage of a String on them if you have one.
**•** You hesitate or stumble and the opposition gains an opportunity.
**•** You grin and bear the blow; mark two Conditions.

Show Yourself: You may additionally ask ask one of these questions, even on a 6-:
**Who hurt you the most?**
**What would it take to move past this trauma?**"
blurb_figure_sun,"choose an option from the following based on the number of Conditions you have marked.
**4–5 Conditions:**
**•** You’re rendered helpless for the scene.
**•** You’re utterly humiliated and news will spread; this could be a consequence of a setback in the confrontation, or might be caused by something you confess in the heat of the moment.
**•** Choose 2 from the “0–3 Conditions” options.

**0–3 Conditions:**
**•** You lash out at someone whose regard matters to you: provoke them to do something foolish or harmful and take advantage of a String on them if you have one.
**•** You hesitate or stumble and the opposition gains an opportunity.
**•** You grin and bear the blow; mark two Conditions.

Vulnerability Mirror: You may ask one additional question from this list, even on a 6-:
**What’s something you recently lied about?**
**Who do you wish were here right now?**","**[Versión en español pendiente]**

choose an option from the following based on the number of Conditions you have marked.
**4–5 Conditions:**
**•** You’re rendered helpless for the scene.
**•** You’re utterly humiliated and news will spread; this could be a consequence of a setback in the confrontation, or might be caused by something you confess in the heat of the moment.
**•** Choose 2 from the “0–3 Conditions” options.

**0–3 Conditions:**
**•** You lash out at someone whose regard matters to you: provoke them to do something foolish or harmful and take advantage of a String on them if you have one.
**•** You hesitate or stumble and the opposition gains an opportunity.
**•** You grin and bear the blow; mark two Conditions.

Vulnerability Mirror: You may ask one additional question from this list, even on a 6-:
**What’s something you recently lied about?**
**Who do you wish were here right now?**"
blurb_figure_troubadour,"choose an option from the following based on the number of Conditions you have marked.
**4–5 Conditions:**
**•** You’re rendered helpless for the scene.
**•** You’re utterly humiliated and news will spread; this could be a consequence of a setback in the confrontation, or might be caused by something you confess in the heat of the moment.
**•** Choose 2 from the “0–3 Conditions” options.

**0–3 Conditions:**
**•** You lash out at someone whose regard matters to you: provoke them to do something foolish or harmful and take advantage of a String on them if you have one.
**•** You hesitate or stumble and the opposition gains an opportunity.
**•** You grin and bear the blow; mark two Conditions.

Mass Appeal: WYou may ask one additional question from this list, even on a 6-:
**What kind of Art are you into?**
**How can I get you to like me?**","**[Versión en español pendiente]**

choose an option from the following based on the number of Conditions you have marked.
**4–5 Conditions:**
**•** You’re rendered helpless for the scene.
**•** You’re utterly humiliated and news will spread; this could be a consequence of a setback in the confrontation, or might be caused by something you confess in the heat of the moment.
**•** Choose 2 from the “0–3 Conditions” options.

**0–3 Conditions:**
**•** You lash out at someone whose regard matters to you: provoke them to do something foolish or harmful and take advantage of a String on them if you have one.
**•** You hesitate or stumble and the opposition gains an opportunity.
**•** You grin and bear the blow; mark two Conditions.

Mass Appeal: WYou may ask one additional question from this list, even on a 6-:
**What kind of Art are you into?**
**How can I get you to like me?**"
blurb_figure_bladesoul,"""choose an option from the following based on the number of Conditions you have marked.
**4–5 Conditions:**
**•** You’re rendered helpless for the scene.
**•** You’re utterly humiliated and news will spread; this could be a consequence of a setback in the confrontation, or might be caused by something you confess in the heat of the moment.
**•** Choose 2 from the “0–3 Conditions” options.

**0–3 Conditions:**
**•** You lash out at someone whose regard matters to you: provoke them to do something foolish or harmful and take advantage of a String on them if you have one.
**•** You hesitate or stumble and the opposition gains an opportunity.
**•** You grin and bear the blow; mark two Conditions.

Cut to the Quick: When you Figure Out a Person in physical conflict, you may additionally ask one of these questions, even on a 6-:
**What stirs your soul to battle?**
**What would you give your life to protect?**","**[Versión en español pendiente]**

choose an option from the following based on the number of Conditions you have marked.
**4–5 Conditions:**
**•** You’re rendered helpless for the scene.
**•** You’re utterly humiliated and news will spread; this could be a consequence of a setback in the confrontation, or might be caused by something you confess in the heat of the moment.
**•** Choose 2 from the “0–3 Conditions” options.

**0–3 Conditions:**
**•** You lash out at someone whose regard matters to you: provoke them to do something foolish or harmful and take advantage of a String on them if you have one.
**•** You hesitate or stumble and the opposition gains an opportunity.
**•** You grin and bear the blow; mark two Conditions.

Cut to the Quick: When you Figure Out a Person in physical conflict, you may additionally ask one of these questions, even on a 6-:
**What stirs your soul to battle?**
**What would you give your life to protect?**"
name_smitten_beast,The Smitten Beast,La Bestia Enamorada
name_smitten_chosen,The Smitten Chosen,La Elegida Enamorada
name_smitten_devoted,The Smitten Devoted,La Devota Enamorada
name_smitten_infamous,The Smitten Infamous,La Infame Enamorada
name_smitten_nature,The Smitten Nature Witch,La Bruja de Naturaleza Enamorada
name_smitten_scoundrel,The Smitten Scoundrel,La Pícara Enamorada
name_smitten_seeker,The Smitten Seeker,La Buscadora Enamorada
name_smitten_spooky,The Smitten Spooky,La Bruja Aterradora Enamorada
name_smitten_trickster,The Smitten Trickster,La Tramposa Enamorada
name_smitten_bloody,The Smitten Bloody,La Sangrienta Enamorada
name_smitten_dream,The Smitten Dream Mirror,La Espejo de los Sueños Enamorada
name_smitten_ensemble,The Smitten Ensemble,La Pareja Enamorada
name_smitten_hologodess,The Smitten Hologodess,La Holodiosa Enamorada
name_smitten_investigator,The Smitten Investigator,La Investigadora Enamorada
name_smitten_legion,The Smitten Legion,La Legión Enamorada
name_smitten_matriarch,The Smitten Matriarch,La Matriarca Enamorada
name_smitten_naga,The Smitten Naga,La Naga Enamorada
name_smitten_sun,The Smitten Sun Hand,La Rayito de Sol Enamorada
name_smitten_troubadour,The Smitten Troubadour,La Trovadora Enamorada
name_smitten_bladesoul,The Smitten Bladesoul,La Alma de Espada Enamorada
trigger_smitten_beast,**When you become Smitten with someone.**,**Cuando te enamoras de alguien.**
trigger_smitten_chosen,**When you become Smitten with someone.**,**Cuando te enamoras de alguien.**
trigger_smitten_devoted,**When you become Smitten with someone.**,**Cuando te enamoras de alguien.**
trigger_smitten_infamous,**When you become Smitten with someone.**,**Cuando te enamoras de alguien.**
trigger_smitten_nature,**When you become Smitten with someone.**,**Cuando te enamoras de alguien.**
trigger_smitten_scoundrel,**When you become Smitten with someone.**,**Cuando te enamoras de alguien.**
trigger_smitten_seeker,**When you become Smitten with someone.**,**Cuando te enamoras de alguien.**
trigger_smitten_spooky,**When you become Smitten with someone.**,**Cuando te enamoras de alguien.**
trigger_smitten_trickster,**When you become Smitten with someone.**,**Cuando te enamoras de alguien.**
trigger_smitten_bloody,**When you become Smitten with someone.**,**Cuando te enamoras de alguien.**
trigger_smitten_dream,**When you become Smitten with someone.**,**Cuando te enamoras de alguien.**
trigger_smitten_ensemble,**When you become Smitten with someone.**,**Cuando te enamoras de alguien.**
trigger_smitten_hologodess,**When you become Smitten with someone.**,**Cuando te enamoras de alguien.**
trigger_smitten_investigator,**When you become Smitten with someone.**,**Cuando te enamoras de alguien.**
trigger_smitten_legion,**When you become Smitten with someone.**,**Cuando te enamoras de alguien.**
trigger_smitten_matriarch,**When you become Smitten with someone.**,**Cuando te enamoras de alguien.**
trigger_smitten_naga,**When you become Smitten with someone.**,**Cuando te enamoras de alguien.**
trigger_smitten_sun,**When you become Smitten with someone.**,**Cuando te enamoras de alguien.**
trigger_smitten_troubadour,**When you become Smitten with someone.**,**Cuando te enamoras de alguien.**
trigger_smitten_bladesoul,**When you become Smitten with someone.**,**Cuando te enamoras de alguien.**
blurb_smitten_beast,"__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Smitten kitten:
 **What have you done that you are sure they view as inappropriate?**","**[Versión en español pendiente]**

__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Smitten kitten:
 **What have you done that you are sure they view as inappropriate?**"
blurb_smitten_chosen,"__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Love is not my destiny:
**How do our respective stations make it impossible to be together?**
","**[Versión en español pendiente]**

__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Love is not my destiny:
**How do our respective stations make it impossible to be together?**"
blurb_smitten_devoted,"__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


My heart is not mine to give:
**How does pursuing them conflict with your Devotion?**
","**[Versión en español pendiente]**

__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


My heart is not mine to give:
**How does pursuing them conflict with your Devotion?**"
blurb_smitten_infamous,"__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Undeserving:
**Why do you think they would be wrong to forgive you?**
","**[Versión en español pendiente]**

__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Undeserving:
**Why do you think they would be wrong to forgive you?**"
blurb_smitten_nature,"__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Love conquers all:
**What is a clear challenge to being with them that you’re overlooking because of your naivete?**
","**[Versión en español pendiente]**

__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Love conquers all:
**What is a clear challenge to being with them that you’re overlooking because of your naivete?**"
blurb_smitten_scoundrel,"__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


To love and lose:
**Why would your romance never last?**
","**[Versión en español pendiente]**

__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


To love and lose:
**Why would your romance never last?*"
blurb_smitten_seeker,"__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


I don't belong:
**Which of your values do they openly violate or decry?**
","**[Versión en español pendiente]**

__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


I don't belong:
**Which of your values do they openly violate or decry?**"
blurb_smitten_spooky,"__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Why did I bring up the snails?
**What obvious thing about you are you sure would make them reject you?**","**[Versión en español pendiente]**

__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Why did I bring up the snails?
**What obvious thing about you are you sure would make them reject you?**"
blurb_smitten_trickster,"__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


A Beautiful Lie: 
**What secret do you have that you think would make them reject you if they knew?**","**[Versión en español pendiente]**

__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


A Beautiful Lie: 
**What secret do you have that you think would make them reject you if they knew?**"
blurb_smitten_bloody,"__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Do i see fire?:
**What makes being vulnerable with them difficult?**","**[Versión en español pendiente]**

__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Do i see fire?:
**What makes being vulnerable with them difficult?**"
blurb_smitten_dream,"__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Love interest:
**Why do you think you must keep up your performance to have any chance with them?**
","**[Versión en español pendiente]**

__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Love interest:
**Why do you think you must keep up your performance to have any chance with them?**"
blurb_smitten_ensemble,"__(always your choice),__ say why, give them a String on you, and answer one of the questions in the Truths of Heart and Blade section of your playbook. 


Wandering eyes:
**How would pursuing them make my partner feel unloved or unneeded?**
**Why do they need you more than your partner does?**","**[Versión en español pendiente]**

__(always your choice),__ say why, give them a String on you, and answer one of the questions in the Truths of Heart and Blade section of your playbook. 


Wandering eyes:
**How would pursuing them make my partner feel unloved or unneeded?**
**Why do they need you more than your partner does?**"
blurb_smitten_hologodess,"__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Compatibility check:
**How are they incompatible with your operating system?**","**[Versión en español pendiente]**

__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Compatibility check:
**How are they incompatible with your operating system?**"
blurb_smitten_investigator,"__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


A new special interest:
**What secret or mystery about you am I irresistibly drawn in by?**","**[Versión en español pendiente]**

__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


A new special interest:
**What secret or mystery about you am I irresistibly drawn in by?**"
blurb_smitten_legion,"__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Divest of my armor:
**Why are you certain that your Tragedy will make you lose them?**","**[Versión en español pendiente]**

__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Divest of my armor:
**Why are you certain that your Tragedy will make you lose them?**"
blurb_smitten_matriarch,"__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


If you wanna be my liver:
**How could dating them negatively affect your family?**
","**[Versión en español pendiente]**

__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


If you wanna be my liver:
**How could dating them negatively affect your family?**"
blurb_smitten_naga,"__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Are you mu end?:
**What’s the worst way you fear they might break or betray your trust?**","**[Versión en español pendiente]**

__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Are you mu end?:
**What’s the worst way you fear they might break or betray your trust?**"
blurb_smitten_sun,"__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Self-destructing courtship:
**What unwise thing do you think you could do to impress them?**","**[Versión en español pendiente]**

__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Self-destructing courtship:
**What unwise thing do you think you could do to impress them?**"
blurb_smitten_troubadour,"__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Ugly on the inside:
**Why do you think they will never be able to accept the real you?**","**[Versión en español pendiente]**

__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


Ugly on the inside:
**Why do you think they will never be able to accept the real you?**"
blurb_smitten_bladesoul,"__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


What can I do for you?
**What useful act do you believe their affection for you is contingent on?**","**[Versión en español pendiente]**

__(always your choice),__ say why, give them a String on you, and answer the question in the Truths of Heart and Blade section of your playbook. 


What can I do for you?
**What useful act do you believe their affection for you is contingent on?**"
